name_hc,mb_2008,mb_2009,parent_key,key,setofmb_hc,id,idext,region,zone,woreda,wname,
Ebot Tirora,61,55,uuid:19566a33-35ef-456d-a39c-ee3761310f45/r1[1],uuid:19566a33-35ef-456d-a39c-ee3761310f45/r1[1]/mb_HC[2],uuid:19566a33-35ef-456d-a39c-ee3761310f45/r1[1]/mb_HC,uuid:19566a33-35ef-456d-a39c-ee3761310f45,r1[1],SNNP,Silitie,199,Dalocha,
Meteya Dange,105,102,uuid:19566a33-35ef-456d-a39c-ee3761310f45/r1[1],uuid:19566a33-35ef-456d-a39c-ee3761310f45/r1[1]/mb_HC[3],uuid:19566a33-35ef-456d-a39c-ee3761310f45/r1[1]/mb_HC,uuid:19566a33-35ef-456d-a39c-ee3761310f45,r1[1],SNNP,Silitie,199,Dalocha,
Yirgalem hc,120,238,uuid:1b48b2fd-a87a-4ddd-850b-67c0fa7853ca/r1[2],uuid:1b48b2fd-a87a-4ddd-850b-67c0fa7853ca/r1[2]/mb_HC[1],uuid:1b48b2fd-a87a-4ddd-850b-67c0fa7853ca/r1[2]/mb_HC,uuid:1b48b2fd-a87a-4ddd-850b-67c0fa7853ca,r1[2],SNNP,Sidama,170,Yirgalem town,
Abdekom health center,9,2,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC[6],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449,r1[1],Amhara,North Wollo,214,Wadela,
Feres megrea health center,24,26,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC[8],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449,r1[1],Amhara,North Wollo,214,Wadela,
Gazo health center,6,4,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC[3],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449,r1[1],Amhara,North Wollo,214,Wadela,
GaSahna health center,4,4,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC[4],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449,r1[1],Amhara,North Wollo,214,Wadela,
Chana health center,48,27,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC[5],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449,r1[1],Amhara,North Wollo,214,Wadela,
Kuna health center,58,40,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC[2],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449,r1[1],Amhara,North Wollo,214,Wadela,
Kuana health center,27,18,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC[1],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449,r1[1],Amhara,North Wollo,214,Wadela,
Hamuset health center,0,5,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC[7],uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449/r1[1]/mb_HC,uuid:1b5c9b8f-0fb1-4456-b8c7-76cb48c7d449,r1[1],Amhara,North Wollo,214,Wadela,
Babile health center,356,150,uuid:1b9ce9e1-8e0b-48a3-9a35-df5664db9885/r1[1],uuid:1b9ce9e1-8e0b-48a3-9a35-df5664db9885/r1[1]/mb_HC[1],uuid:1b9ce9e1-8e0b-48a3-9a35-df5664db9885/r1[1]/mb_HC,uuid:1b9ce9e1-8e0b-48a3-9a35-df5664db9885,r1[1],Oromiya,East Hararge,70,BABILE TOWN,
Chafa kuyu h/c,2,27,uuid:1f7e15f7-bd49-4bfd-af9e-70b9c63bf9a5/r1[1],uuid:1f7e15f7-bd49-4bfd-af9e-70b9c63bf9a5/r1[1]/mb_HC[2],uuid:1f7e15f7-bd49-4bfd-af9e-70b9c63bf9a5/r1[1]/mb_HC,uuid:1f7e15f7-bd49-4bfd-af9e-70b9c63bf9a5,r1[1],Oromiya,Arsi,26,ASEKO-WEREDA,
Teleta chafa h/c,280,152,uuid:1f7e15f7-bd49-4bfd-af9e-70b9c63bf9a5/r1[1],uuid:1f7e15f7-bd49-4bfd-af9e-70b9c63bf9a5/r1[1]/mb_HC[3],uuid:1f7e15f7-bd49-4bfd-af9e-70b9c63bf9a5/r1[1]/mb_HC,uuid:1f7e15f7-bd49-4bfd-af9e-70b9c63bf9a5,r1[1],Oromiya,Arsi,26,ASEKO-WEREDA,
Aseko h/c,174,128,uuid:1f7e15f7-bd49-4bfd-af9e-70b9c63bf9a5/r1[1],uuid:1f7e15f7-bd49-4bfd-af9e-70b9c63bf9a5/r1[1]/mb_HC[1],uuid:1f7e15f7-bd49-4bfd-af9e-70b9c63bf9a5/r1[1]/mb_HC,uuid:1f7e15f7-bd49-4bfd-af9e-70b9c63bf9a5,r1[1],Oromiya,Arsi,26,ASEKO-WEREDA,
Jinila health center,426,245,uuid:203284ab-55c7-4e85-9af0-d4546fbcbff6/r1[3],uuid:203284ab-55c7-4e85-9af0-d4546fbcbff6/r1[3]/mb_HC[1],uuid:203284ab-55c7-4e85-9af0-d4546fbcbff6/r1[3]/mb_HC,uuid:203284ab-55c7-4e85-9af0-d4546fbcbff6,r1[3],Harari,Harer,271,Harer Ketema,
Gorebela,0,0,uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2],uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2]/mb_HC[1],uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2]/mb_HC,uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8,r1[2],Amhara,North Shewa,239,Ankober,
Gorgo,2,16,uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2],uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2]/mb_HC[3],uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2]/mb_HC,uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8,r1[2],Amhara,North Shewa,239,Ankober,
Alyu amba,1,25,uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2],uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2]/mb_HC[2],uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2]/mb_HC,uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8,r1[2],Amhara,North Shewa,239,Ankober,
Derefo,0,6,uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2],uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2]/mb_HC[6],uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2]/mb_HC,uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8,r1[2],Amhara,North Shewa,239,Ankober,
Aramba,0,0,uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2],uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2]/mb_HC[4],uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2]/mb_HC,uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8,r1[2],Amhara,North Shewa,239,Ankober,
Mescha,0,0,uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2],uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2]/mb_HC[5],uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8/r1[2]/mb_HC,uuid:20930e6f-8fab-488a-a5a5-54aaa6b4feb8,r1[2],Amhara,North Shewa,239,Ankober,
DTahisen health center,0,0,uuid:219565da-ba8f-47b3-91fb-4973a913ce5f/r1[2],uuid:219565da-ba8f-47b3-91fb-4973a913ce5f/r1[2]/mb_HC[2],uuid:219565da-ba8f-47b3-91fb-4973a913ce5f/r1[2]/mb_HC,uuid:219565da-ba8f-47b3-91fb-4973a913ce5f,r1[2],Amhara,North Shewa,250,M/gera,
Wushde health center,0,0,uuid:219565da-ba8f-47b3-91fb-4973a913ce5f/r1[2],uuid:219565da-ba8f-47b3-91fb-4973a913ce5f/r1[2]/mb_HC[4],uuid:219565da-ba8f-47b3-91fb-4973a913ce5f/r1[2]/mb_HC,uuid:219565da-ba8f-47b3-91fb-4973a913ce5f,r1[2],Amhara,North Shewa,250,M/gera,
Ashen health center,0,0,uuid:219565da-ba8f-47b3-91fb-4973a913ce5f/r1[2],uuid:219565da-ba8f-47b3-91fb-4973a913ce5f/r1[2]/mb_HC[3],uuid:219565da-ba8f-47b3-91fb-4973a913ce5f/r1[2]/mb_HC,uuid:219565da-ba8f-47b3-91fb-4973a913ce5f,r1[2],Amhara,North Shewa,250,M/gera,
Mehal meda,0,0,uuid:219565da-ba8f-47b3-91fb-4973a913ce5f/r1[2],uuid:219565da-ba8f-47b3-91fb-4973a913ce5f/r1[2]/mb_HC[1],uuid:219565da-ba8f-47b3-91fb-4973a913ce5f/r1[2]/mb_HC,uuid:219565da-ba8f-47b3-91fb-4973a913ce5f,r1[2],Amhara,North Shewa,250,M/gera,
Chewkutir HC,24,9,uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2],uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2]/mb_HC[2],uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2]/mb_HC,uuid:23cb55e4-56f3-45a5-9893-98c82d3514da,r1[2],Amhara,South Wolo,221,Delanta,
Tardat HC,14,3,uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2],uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2]/mb_HC[4],uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2]/mb_HC,uuid:23cb55e4-56f3-45a5-9893-98c82d3514da,r1[2],Amhara,South Wolo,221,Delanta,
.Wogeltena HC,15,10,uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2],uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2]/mb_HC[1],uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2]/mb_HC,uuid:23cb55e4-56f3-45a5-9893-98c82d3514da,r1[2],Amhara,South Wolo,221,Delanta,
Tikshegne HC,0,0,uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2],uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2]/mb_HC[6],uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2]/mb_HC,uuid:23cb55e4-56f3-45a5-9893-98c82d3514da,r1[2],Amhara,South Wolo,221,Delanta,
Tsehaymewcha HC,0,1,uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2],uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2]/mb_HC[3],uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2]/mb_HC,uuid:23cb55e4-56f3-45a5-9893-98c82d3514da,r1[2],Amhara,South Wolo,221,Delanta,
Goshmeda HC,188,47,uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2],uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2]/mb_HC[5],uuid:23cb55e4-56f3-45a5-9893-98c82d3514da/r1[2]/mb_HC,uuid:23cb55e4-56f3-45a5-9893-98c82d3514da,r1[2],Amhara,South Wolo,221,Delanta,
Bukuna,21,3,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC[5],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c,r1[1],SNNP,Hadiya,150,Lemo,
Sedama,82,7,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC[7],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c,r1[1],SNNP,Hadiya,150,Lemo,
Shormo,3,3,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC[4],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c,r1[1],SNNP,Hadiya,150,Lemo,
Jewe,68,8,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC[6],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c,r1[1],SNNP,Hadiya,150,Lemo,
Lisana,507,158,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC[1],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c,r1[1],SNNP,Hadiya,150,Lemo,
Masbira,12,9,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC[3],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c,r1[1],SNNP,Hadiya,150,Lemo,
Belesa,44,20,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC[2],uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c/r1[1]/mb_HC,uuid:255334b1-231c-46f9-ac4b-f3ccc64c721c,r1[1],SNNP,Hadiya,150,Lemo,
Qore,0,0,uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC[1],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC,uuid:25ae9f61-db27-4232-b770-1f16061fff1b,r1[1],Oromiya,East Hararge,89,MELKA BELO-WEREDA,
Jaja,4,1,uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC[5],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC,uuid:25ae9f61-db27-4232-b770-1f16061fff1b,r1[1],Oromiya,East Hararge,89,MELKA BELO-WEREDA,
Jelo,102,16,uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC[6],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC,uuid:25ae9f61-db27-4232-b770-1f16061fff1b,r1[1],Oromiya,East Hararge,89,MELKA BELO-WEREDA,
Boko,21,0,uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC[7],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC,uuid:25ae9f61-db27-4232-b770-1f16061fff1b,r1[1],Oromiya,East Hararge,89,MELKA BELO-WEREDA,
Berda,12,8,uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC[4],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC,uuid:25ae9f61-db27-4232-b770-1f16061fff1b,r1[1],Oromiya,East Hararge,89,MELKA BELO-WEREDA,
Harewcha,6,0,uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC[2],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC,uuid:25ae9f61-db27-4232-b770-1f16061fff1b,r1[1],Oromiya,East Hararge,89,MELKA BELO-WEREDA,
Harwe,10,1,uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC[3],uuid:25ae9f61-db27-4232-b770-1f16061fff1b/r1[1]/mb_HC,uuid:25ae9f61-db27-4232-b770-1f16061fff1b,r1[1],Oromiya,East Hararge,89,MELKA BELO-WEREDA,
Netti,5,23,uuid:26299a4e-d296-4239-892a-b1d998072b79/r1[4],uuid:26299a4e-d296-4239-892a-b1d998072b79/r1[4]/mb_HC[2],uuid:26299a4e-d296-4239-892a-b1d998072b79/r1[4]/mb_HC,uuid:26299a4e-d296-4239-892a-b1d998072b79,r1[4],Amhara,South Wolo,217,Albuko,
Degaga,15,10,uuid:26299a4e-d296-4239-892a-b1d998072b79/r1[4],uuid:26299a4e-d296-4239-892a-b1d998072b79/r1[4]/mb_HC[1],uuid:26299a4e-d296-4239-892a-b1d998072b79/r1[4]/mb_HC,uuid:26299a4e-d296-4239-892a-b1d998072b79,r1[4],Amhara,South Wolo,217,Albuko,
Tossa,20,15,uuid:26299a4e-d296-4239-892a-b1d998072b79/r1[4],uuid:26299a4e-d296-4239-892a-b1d998072b79/r1[4]/mb_HC[4],uuid:26299a4e-d296-4239-892a-b1d998072b79/r1[4]/mb_HC,uuid:26299a4e-d296-4239-892a-b1d998072b79,r1[4],Amhara,South Wolo,217,Albuko,
Salmene,8,3,uuid:26299a4e-d296-4239-892a-b1d998072b79/r1[4],uuid:26299a4e-d296-4239-892a-b1d998072b79/r1[4]/mb_HC[3],uuid:26299a4e-d296-4239-892a-b1d998072b79/r1[4]/mb_HC,uuid:26299a4e-d296-4239-892a-b1d998072b79,r1[4],Amhara,South Wolo,217,Albuko,
Meraro,0,0,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC[6],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9,r1[4],Oromiya,Arsi,39,LEMU &  BILBILO-WEREDA,
Sirbo,0,0,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC[2],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9,r1[4],Oromiya,Arsi,39,LEMU &  BILBILO-WEREDA,
Samera,0,0,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC[5],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9,r1[4],Oromiya,Arsi,39,LEMU &  BILBILO-WEREDA,
Lemu,0,0,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC[1],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9,r1[4],Oromiya,Arsi,39,LEMU &  BILBILO-WEREDA,
Ulule asa,0,0,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC[7],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9,r1[4],Oromiya,Arsi,39,LEMU &  BILBILO-WEREDA,
Koji,0,0,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC[3],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9,r1[4],Oromiya,Arsi,39,LEMU &  BILBILO-WEREDA,
Robe garjeda,0,0,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC[4],uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9/r1[4]/mb_HC,uuid:2860a8a3-9c7b-45c5-969d-59f70c44cdc9,r1[4],Oromiya,Arsi,39,LEMU &  BILBILO-WEREDA,
Bokoji health center,0,0,uuid:28ca998d-6442-48a4-984d-8558bd432698/r1[2],uuid:28ca998d-6442-48a4-984d-8558bd432698/r1[2]/mb_HC[1],uuid:28ca998d-6442-48a4-984d-8558bd432698/r1[2]/mb_HC,uuid:28ca998d-6442-48a4-984d-8558bd432698,r1[2],Oromiya,Arsi,29,BOKOJI-TOWN WEREDA,
Chancho,359,274,uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3],uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3]/mb_HC[1],uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3]/mb_HC,uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2,r1[3],Oromiya,Arsi,35,GOLOLCHA-WEREDA,
Mine,12,13,uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3],uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3]/mb_HC[5],uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3]/mb_HC,uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2,r1[3],Oromiya,Arsi,35,GOLOLCHA-WEREDA,
Chulul,0,13,uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3],uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3]/mb_HC[3],uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3]/mb_HC,uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2,r1[3],Oromiya,Arsi,35,GOLOLCHA-WEREDA,
Jinga,28,36,uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3],uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3]/mb_HC[4],uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3]/mb_HC,uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2,r1[3],Oromiya,Arsi,35,GOLOLCHA-WEREDA,
Haro,179,169,uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3],uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3]/mb_HC[2],uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2/r1[3]/mb_HC,uuid:29a542ee-d8c7-4f04-8bed-c05ab074b7a2,r1[3],Oromiya,Arsi,35,GOLOLCHA-WEREDA,
Ana gero Health Center,47,43,uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1],uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1]/mb_HC[4],uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1]/mb_HC,uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a,r1[1],SNNP,Hadiya,148,Analemo,
Fonko Health Center,36,35,uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1],uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1]/mb_HC[2],uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1]/mb_HC,uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a,r1[1],SNNP,Hadiya,148,Analemo,
Mirab homa Health Center,238,196,uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1],uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1]/mb_HC[3],uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1]/mb_HC,uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a,r1[1],SNNP,Hadiya,148,Analemo,
Achamo Health Center,79,365,uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1],uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1]/mb_HC[1],uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1]/mb_HC,uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a,r1[1],SNNP,Hadiya,148,Analemo,
Bandalicho Health Center,1,1,uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1],uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1]/mb_HC[5],uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a/r1[1]/mb_HC,uuid:29f572f9-488c-48c0-a3f4-59f405dc5f7a,r1[1],SNNP,Hadiya,148,Analemo,
Bedesa,31,39,uuid:2b5d58ed-bc8a-4a4e-a70f-54a16d122021/r1[1],uuid:2b5d58ed-bc8a-4a4e-a70f-54a16d122021/r1[1]/mb_HC[1],uuid:2b5d58ed-bc8a-4a4e-a70f-54a16d122021/r1[1]/mb_HC,uuid:2b5d58ed-bc8a-4a4e-a70f-54a16d122021,r1[1],Oromiya,West Hararge,53,BEDESA TOWN,
Aamach wato health center,501,125,uuid:2c31ffee-4e75-416a-a5c8-8796982d9b9d/r1[2],uuid:2c31ffee-4e75-416a-a5c8-8796982d9b9d/r1[2]/mb_HC[1],uuid:2c31ffee-4e75-416a-a5c8-8796982d9b9d/r1[2]/mb_HC,uuid:2c31ffee-4e75-416a-a5c8-8796982d9b9d,r1[2],SNNP,Kembata Timbaro,160,Doyogena,
Wasara health center,17,50,uuid:2c31ffee-4e75-416a-a5c8-8796982d9b9d/r1[2],uuid:2c31ffee-4e75-416a-a5c8-8796982d9b9d/r1[2]/mb_HC[3],uuid:2c31ffee-4e75-416a-a5c8-8796982d9b9d/r1[2]/mb_HC,uuid:2c31ffee-4e75-416a-a5c8-8796982d9b9d,r1[2],SNNP,Kembata Timbaro,160,Doyogena,
