region,zone,woreda,wname,GPSLatitude,GPSLongitude,GPSAccuracy,PARENT_KEY,num_HC,num_HP,pop2008,mb_2008_hc,mb_2009_hc,mb_2008_hp,mb_2009_hp,mb_2008,mb_2009,LS2,isc,str,hrnum,malfp,pharm,phem,hmis,vect,dx,rx,mxsever,sme,malogy,irt,iccm,scm,lpm,bgt,api,tpr,priv,HI38,trsh,inmig,outmig,epdmc,chart,trshonchart,chartupdt,frqppm,ipls,eqa,sbcc,nobk,labdxbk,eqabk,smplcolbk,gmsbk,bfbk,bfsbk,micbk,micjbk,malrxbk,SM4,sm5_1,gmsa,met,lnct,oil,rdt,llin,irs,chlrqntb,chlrqnsyp,prmqn,crtm,artsntinj,artsntsp,qnntb,qnninj,qnnsp,othr,id
SNNP,Sidama,169,Wondo Genet,7,39,31,uuid:036d6141-e104-412e-9156-ed69b77bb985,5,16,109259,18,52,18,52,36,104,weekly,Schools,Integrated with NTD,1,1,3,1,2,,,,,,,,,,,Yes,No,No,No,Yes,2nd largest value out of 5 year data,Yes,Yes,No,Yes,Yes,≤ 4 weeks but > 3weeks,Monthly,Yes,Yes,Few collaborating partners on malaria BCC,No,,,,,,,,,,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,uuid:036d6141-e104-412e-9156-ed69b77bb985
